GDP_Type,Guardium_Version,DataSource,DataSource_Version,VA_supported,Classification_supported,Notes,Download_URL,Readme_URL
('GDP'),"('GDP 11.4.0', 'GDP 11.5.0', 'GDP 12.0.0', 'GDP 12.1.0')",('Apache Cassandra'),('4.0.1'),,,,https://github.com/IBM/universal-connectors/releases/download/v1.5.6/logstash-filter-cassandra_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-cassandra-guardium/README.md
('GDP'),"('GDP 11.4.0', 'GDP 11.5.0', 'GDP 12.0.0', 'GDP 12.1.0')",('CouchDB'),('3.2.2'),,,,https://github.com/IBM/universal-connectors/releases/download/v1.5.6/logstash-filter-couchdb_guardium_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchdb-guardium/README.md
('GDP'),"('GDP 11.4.0', 'GDP 11.5.0', 'GDP 12.0.0', 'GDP 12.1.0')",('Couchbase'),('6.6.2-9600'),,,,https://github.com/IBM/universal-connectors/releases/download/v1.5.6/logstash-filter-couchbasedb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-couchbasedb-guardium/README.md
('GDP'),"('GDP 11.4.0', 'GDP 11.5.0', 'GDP 12.0.0', 'GDP 12.1.0')",('EDB Postgres'),('EDB 12'),,,,https://github.com/IBM/universal-connectors/raw/release-v1.2.0/filter-plugin/logstash-filter-onPremPostgres-guardium/PostgresOverFilebeatPackage/postgres-offline-plugins-7.5.2.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-onPremPostgres-guardium/EDBPostgres_README.md
('GDP'),"('GDP 11.4.0', 'GDP 11.5.0', 'GDP 12.0.0', 'GDP 12.1.0')",('Elasticsearch'),('8.9'),,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-elasticsearch-guardium/ElasticsearchOverFilebeatPackage/guardium_logstash-offline-plugins-elasticsearch.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-elasticsearch-guardium/README.md
('GDP'),"('GDP 11.4.0', 'GDP 11.5.0', 'GDP 12.0.0', 'GDP 12.1.0')",('Fujistu '),('FEP 14'),,,,https://github.com/IBM/universal-connectors/raw/release-v1.2.0/filter-plugin/logstash-filter-onPremPostgres-guardium/PostgresOverFilebeatPackage/postgres-offline-plugins-7.5.2.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-onPremPostgres-guardium/FEPostgres_README.md
('GDP'),"('GDP 11.4.0', 'GDP 11.5.0', 'GDP 12.0.0', 'GDP 12.1.0')",('Greenplum'),('6.21.0'),,,,https://github.com/IBM/universal-connectors/releases/download/v1.5.6/logstash-filter-greenplumdb_guardium_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-onPremGreenplumdb-guardium/README.md
('GDP'),"('GDP 11.4.0', 'GDP 11.5.0', 'GDP 12.0.0', 'GDP 12.1.0')",('HDFS'),('3.1'),,,,https://github.com/IBM/universal-connectors/releases/download/v1.5.6/logstash-filter-hdfs_guardium_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-hdfs-guardium/README.md
('GDP'),"('GDP 11.4.0', 'GDP 11.5.0', 'GDP 12.0.0', 'GDP 12.1.0')",('Intersystems IRIS'),('2023.1'),,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-intersystems-iris-guardium/IntersystemsIrisoverJDBC/guardium_logstash-offline-plugin-intersystemsiris.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-intersystems-iris-guardium/README.md
('GDP'),"('GDP 11.4.0', 'GDP 11.5.0', 'GDP 12.0.0', 'GDP 12.1.0')",('MS SQL Server'),('14.00.3281.6'),,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-mssql-guardium/MssqlOverJdbcPackage/mssql-offline-plugins-7.5.2.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-mssql-guardium/MssqlOverJdbcPackage/ONPREMMSSQL_README.md
