GuardiumVersion,OSName,OSVersion,DatabaseName,DatabaseVersion,Network traffic,Local traffic,Encrypted traffic,Shared Memory,Kerberos,Blocking,Redaction,UID Chain,Compression,Query Rewrite,Instance Discovery,Protocol,Notes
('11.3'),('Ubuntu'),('Ubuntu 20.04'),('Db2 Purescale'),"('Db2 Purescale 10.1', 'Db2 Purescale 10.5', 'Db2 Purescale 11', 'Db2 Purescale 9.8')",KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,NA,SSL Encryption supported only using DB2 EXIT
"('11.2', '11.3', '11.4', '11.5', '12')",('Suse'),('Suse 11  32bit 64bit'),('Db2 Purescale'),('Db2 Purescale 10.1'),DB2 Exit KTAP,KTAP,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,SSL Encryption supported only using DB2 EXIT. SLES 11 PPC64 Big Endian system only
"('11.2', '11.3', '11.4', '11.5', '12')",('Red Hat'),('Red Hat 7'),('Db2 Purescale'),('Db2 Purescale 10.1'),DB2 Exit KTAP,Teradata Exit KTAP,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,KTAP,Yes,NA,SSL Encryption supported only using DB2 EXIT Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.2', '11.3', '11.4', '11.5', '12')",('Suse'),('Suse 11  32bit 64bit'),('Db2 Purescale'),('Db2 Purescale 10.5'),DB2 Exit KTAP,Teradata Exit KTAP,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,SLES 11 PPC64 Big Endian system only
"('11.2', '11.3', '11.4', '11.5', '12')",('AIX'),('AIX 7.2'),('Db2 Purescale'),('Db2 Purescale 10.5'),DB2 Exit KTAP,Teradata Exit KTAP,DB2 Exit,DB2 Exit KTAP,,DB2 Exit KTAP,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,SSL Encryption supported only using DB2 EXIT
"('11.5', '12')",('AIX'),('AIX 7.3'),('Db2 Purescale'),('Db2 Purescale 10.5'),DB2 Exit KTAP,Teradata Exit KTAP,DB2 Exit,DB2 Exit KTAP,,DB2 Exit KTAP,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,SSL Encryption supported only using DB2 EXIT
"('11.2', '11.3', '11.4', '11.5', '12')",('HPUX'),"('HPUX 11.23 PARISC 11.23 IA64', 'HPUX 11.31 PARISC 11.31 IA64')",('Db2 Purescale'),"('Db2 Purescale 10.5', 'Db2 Purescale 11', 'Db2 Purescale 9.7')",DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit KTAP,,DB2 Exit KTAP,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,SSL Encryption supported only using DB2 EXIT
"('11.2', '11.3', '11.4', '11.5', '12')",('AIX'),"('AIX 7.1', 'AIX 7.2')",('Db2 Purescale'),('Db2 Purescale 11'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit KTAP,,DB2 Exit KTAP,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,SSL Encryption supported only using DB2 EXIT
"('11.2', '11.3', '11.4', '11.5', '12')",('AIX'),"('AIX 7.1', 'AIX 7.2')",('Db2 Purescale'),('Db2 Purescale 9.8'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit KTAP,,DB2 Exit KTAP,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,SSL Encryption supported only using DB2 EXIT
"('11.2', '11.3', '11.4', '11.5', '12')",('Solaris'),('Solaris 10'),('Db2 Purescale'),"('Db2 Purescale 10.5', 'Db2 Purescale 11')",DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit KTAP,,DB2 Exit KTAP,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,SSL Encryption supported only using DB2 EXIT
"('11.2', '11.3', '11.4', '11.5', '12')",('Solaris'),('Solaris 10'),('Db2 Purescale'),('Db2 Purescale 9.8'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit KTAP,,DB2 Exit KTAP,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,SSL Encryption supported only using DB2 EXIT
"('11.5', '12')",('AIX'),('AIX 7.3'),('Db2 Purescale'),('Db2 Purescale 11'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit KTAP,,DB2 Exit KTAP,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,SSL Encryption supported only using DB2 EXIT
"('11.5', '12')",('AIX'),('AIX 7.3'),('Db2 Purescale'),('Db2 Purescale 9.8'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit KTAP,,DB2 Exit KTAP,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,SSL Encryption supported only using DB2 EXIT
"('11.2', '11.3', '11.4', '11.5', '12')",('Suse'),('Suse 11  32bit 64bit'),('Db2 Purescale'),"('Db2 Purescale 10.5', 'Db2 Purescale 11', 'Db2 Purescale 9.7', 'Db2 Purescale 9.8')",DB2 Exit KTAP,,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,SSL Encryption supported only using DB2 EXIT. SLES 11 PPC64 Big Endian system only
"('11.2', '11.3', '11.4', '11.5', '12')",('Red Hat'),"('Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('Db2 Purescale'),"('Db2 Purescale 11', 'Db2 Purescale 9.7')",DB2 Exit KTAP,,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,KTAP,Yes,NA,SSL Encryption supported only using DB2 EXIT Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.2', '11.3', '11.4', '11.5', '12')",('Red Hat'),"('Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('Db2 Purescale'),"('Db2 Purescale 10.1', 'Db2 Purescale 10.5')",DB2 Exit KTAP,,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,KTAP,Yes,NA,SSL Encryption supported only using DB2 EXIT Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.2', '11.3', '11.4', '11.5', '12')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5')",('Db2 Purescale'),('Db2 Purescale 10.5'),DB2 Exit KTAP,,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,KTAP,Yes,NA,SSL Encryption supported only using DB2 EXIT Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.3', '11.4', '11.5', '12')",('Red Hat'),('Red Hat 9'),('Db2 Purescale'),"('Db2 Purescale 10.1', 'Db2 Purescale 10.5', 'Db2 Purescale 11', 'Db2 Purescale 9.7')",DB2 Exit KTAP,,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,KTAP,Yes,NA,SSL Encryption supported only using DB2 EXIT Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.2', '11.3', '11.4', '11.5', '12')",('Red Hat'),('Red Hat 6'),('Db2 Purescale'),('Db2 Purescale 11'),DB2 Exit KTAP,,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,KTAP,Yes,NA,SSL Encryption supported only using DB2 EXIT Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.2', '11.3', '11.4', '11.5', '12')",('Red Hat'),('Red Hat 6'),('Db2 Purescale'),('Db2 Purescale 9.8'),DB2 Exit KTAP,,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,KTAP,Yes,NA,SSL Encryption supported only using DB2 EXIT Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.2', '11.3', '11.4', '11.5', '12')",('Suse'),('Suse 11  32bit 64bit'),('Db2 Purescale'),('Db2 Purescale 11'),DB2 Exit KTAP,,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,Informix Exit supported with 12.10. SLES 11 PPC64 Big Endian system only
"('11.2', '11.3', '11.4', '11.5', '12')",('Suse'),('Suse 11  32bit 64bit'),('Db2 Purescale'),('Db2 Purescale 9.8'),DB2 Exit KTAP,,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,SLES 11 PPC64 Big Endian system only
('11.2'),('Red Hat'),"('Red Hat 7.8', 'Red Hat 8')",('Db2 Purescale'),"('Db2 Purescale 10.1', 'Db2 Purescale 10.5', 'Db2 Purescale 11', 'Db2 Purescale 9.7')",DB2 Exit KTAP,,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,KTAP,KTAP,KTAP,Yes,NA,SSL Encryption supported only using DB2 EXIT Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.2', '11.3', '11.4', '11.5', '12')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('Db2 Purescale'),('Db2 Purescale 11.5'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,KTAP,Yes,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.2', '11.3', '11.4', '11.5', '12')",('Zlinux'),"('Zlinux Red Hat 6', 'Zlinux Red Hat 7', 'Zlinux Red Hat 7.1', 'Zlinux Red Hat 7.2', 'Zlinux Red Hat 7.3', 'Zlinux Red Hat 7.4', 'Zlinux Red Hat 7.5', 'Zlinux Red Hat 7.6', 'Zlinux Red Hat 7.7', 'Zlinux Red Hat 7.8', 'Zlinux Red Hat 7.9', 'Zlinux Red Hat 8')",('Db2 Purescale'),('Db2 Purescale 11.5'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,KTAP,Yes,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.3', '11.4', '11.5', '12')",('Red Hat'),('Red Hat 9'),('Db2 Purescale'),('Db2 Purescale 11.5'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,KTAP,Yes,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.2', '11.3')",('Zlinux'),('Zlinux Red Hat 5'),('Db2 Purescale'),('Db2 Purescale 11.5'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,KTAP,Yes,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.2', '11.3', '11.4', '11.5', '12')",('Suse'),('Suse 11  32bit 64bit'),('Db2 Purescale'),('Db2 Purescale 11.5'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,SLES 11 PPC64 Big Endian system only
"('11.2', '11.3', '11.4', '11.5', '12')",('Zlinux'),('Zlinux Suse 11  32bit 64bit'),('Db2 Purescale'),('Db2 Purescale 11.5'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,SLES 11 PPC64 Big Endian system only
"('11.2', '11.3', '11.4', '11.5', '12')",('Suse'),"('Suse 12  64bit', 'Suse 15  64bit')",('Db2 Purescale'),('Db2 Purescale 11.5'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,SLES 12 PPC64LE Little Endian system only
"('11.2', '11.3', '11.4', '11.5', '12')",('Zlinux'),"('Zlinux Suse 12  64bit', 'Zlinux Suse 15  64bit')",('Db2 Purescale'),('Db2 Purescale 11.5'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,SLES 12 PPC64LE Little Endian system only
"('11.2', '11.3', '11.4', '11.5', '12')",('Solaris'),('Solaris 11.4'),('Db2 Purescale'),('Db2 Purescale 11.5'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit KTAP,,DB2 Exit KTAP,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,With V11.0 Stap
"('11.2', '11.3', '11.4', '11.5', '12')",('AIX'),"('AIX 7.1', 'AIX 7.2')",('Db2 Purescale'),('Db2 Purescale 11.5'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit KTAP,,DB2 Exit KTAP,KTAP,DB2 Exit KTAP,,,Yes,NA,
"('11.5', '12')",('AIX'),('AIX 7.3'),('Db2 Purescale'),('Db2 Purescale 11.5'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit KTAP,,DB2 Exit KTAP,KTAP,DB2 Exit KTAP,,,Yes,NA,
"('11.2', '11.3', '11.4', '11.5', '12')",('Solaris'),"('Solaris 10', 'Solaris 11.2', 'Solaris 11.3')",('Db2 Purescale'),('Db2 Purescale 11.5'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit KTAP,,DB2 Exit KTAP,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,
"('11.2', '11.3', '11.4', '11.5', '12')",('HPUX'),"('HPUX 11.23 PARISC 11.23 IA64', 'HPUX 11.31 PARISC 11.31 IA64')",('Db2 Purescale'),('Db2 Purescale 11.5'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit KTAP,,DB2 Exit KTAP,KTAP,DB2 Exit KTAP,KTAP,,Yes,NA,
"('11.2', '11.3', '11.4', '11.5', '12')",('Ubuntu'),"('Ubuntu 14.04', 'Ubuntu 16.04')",('Db2 Purescale'),('Db2 Purescale 11.5'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit KTAP,,KTAP,KTAP,KTAP,KTAP,,Yes,NA,
"('11.2', '11.3', '11.4', '11.5', '12')",('Zlinux'),('Zlinux Ubuntu 18.0'),('Db2 Purescale'),('Db2 Purescale 11.5'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit KTAP,,KTAP,KTAP,KTAP,KTAP,,Yes,NA,
('11.3'),('Ubuntu'),('Ubuntu 20.04'),('Db2 Purescale'),('Db2 Purescale 11.5'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit KTAP,,KTAP,KTAP,KTAP,KTAP,,Yes,NA,
"('11.2', '11.3', '11.4', '11.5', '12')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('Db2 Purescale'),('Db2 Purescale 11.5'),DB2 Exit KTAP,DB2 Exit KTAP,DB2 Exit,DB2 Exit ATAP,,DB2 Exit KTAP ATAP ATAP with Linux 2.6.36 and higher only,KTAP,DB2 Exit KTAP,KTAP,KTAP,Yes,NA,
"('11.2', '11.3', '11.4', '11.5', '12')",('Debian'),"('Debian 10', 'Debian 11', 'Debian 9.3', 'Debian 9.4')",('Db2 Purescale'),('Db2 Purescale 11.5'),DB2 Exit KTAP,DB2 Exit,DB2 Exit,DB2 Exit,,DB2 Exit,DB2 Exit,DB2 Exit,DB2 Exit,,Yes,NA,
"('11.2', '11.3', '11.4', '11.5', '12')",('Windows Server'),"('Windows Server 2016', 'Windows Server 2019')",('Db2 Purescale'),('Db2 Purescale 11.5'),STAP also with DB2 Exit,DB2 Exit STAP,DB2 Exit,NA,,STAP Except DB2 Exit,STAP Except DB2 Exit,NA,NA,,STAP,TCP SHM,SSL Encryption supported only using DB2 EXIT
('11.3'),('Windows Server'),('Windows Server 2022'),('Db2 Purescale'),('Db2 Purescale 11.5'),STAP also with DB2 Exit,DB2 Exit STAP,DB2 Exit,NA,,STAP Except DB2 Exit,STAP Except DB2 Exit,NA,NA,,STAP,TCP SHM,SSL Encryption supported only using DB2 EXIT
"('11.2', '11.3', '11.4', '11.5', '12')",('zOS'),"('zOS 2.3', 'zOS 2.4')",('IBM DB2 for zOS'),('IBM DB2 for zOS 11'),Yes,Yes,NA,Yes,,Yes,No,ID propagation is supported.,,,,,
"('11.3', '11.4', '11.5', '12')",('zOS'),"('zOS 2.3', 'zOS 2.4')",('IBM DB2 for zOS'),"('IBM DB2 for zOS 12', 'IBM DB2 for zOS 13')",Yes,Yes,NA,Yes,,Yes,No,ID propagation is supported,,,,,
('11.2'),('zOS'),"('zOS 2.3', 'zOS 2.4')",('IBM DB2 for zOS'),('IBM DB2 for zOS 12'),Yes,Yes,NA,Yes,,Yes,No,ID propagation is supported,,,,,
"('11.3', '11.4', '11.5', '12')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8', 'Red Hat 9')",('Cloudera'),"('Cloudera 5.12', 'Cloudera 5.3', 'Cloudera 5.8')",Cloudera Navigator,,Cloudera Navigator,,Cloudera Navigator,,,,,,Yes,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.3', '11.4', '11.5', '12')",('Red Hat'),"('Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8', 'Red Hat 9')",('Cloudera'),('Cloudera 2.6'),Cloudera Navigator,,Cloudera Navigator,,Cloudera Navigator,,,,,,Yes,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
('11.2'),('Red Hat'),"('Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('Cloudera'),"('Cloudera 2.6', 'Cloudera 5.12', 'Cloudera 5.3', 'Cloudera 5.8')",Cloudera Navigator,,Cloudera Navigator,,Cloudera Navigator,,,,,,Yes,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.3', '11.4', '11.5', '12')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8', 'Red Hat 9')",('Cloudera'),"('Cloudera 6.2', 'Cloudera 6.3')",Cloudera Navigator,,Cloudera Navigator,,Cloudera Navigator,,,,,,,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.4', '11.5', '12')",('Red Hat'),"('Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8', 'Red Hat 9')",('Cloudera'),"('Cloudera 7.0', 'Cloudera 7.1')",Cloudera Navigator,,Cloudera Navigator,,Cloudera Navigator,,,,,,,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
('11.3'),('Red Hat'),"('Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8', 'Red Hat 9')",('Cloudera'),('Cloudera 7.0'),Cloudera Navigator,,Cloudera Navigator,,Cloudera Navigator,,,,,,,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
('11.2'),('Red Hat'),"('Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('Cloudera'),('Cloudera 6.2'),Cloudera Navigator,,Cloudera Navigator,,Cloudera Navigator,,,,,,,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
('11.2'),('Red Hat'),"('Red Hat 7.8', 'Red Hat 8')",('Cloudera'),"('Cloudera 2.6', 'Cloudera 5.12', 'Cloudera 5.3', 'Cloudera 5.8')",Cloudera Navigator,,Cloudera Navigator,,Cloudera Navigator,,,KTAP,,,Yes,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
('11.2'),('Red Hat'),"('Red Hat 7.8', 'Red Hat 8')",('Cloudera'),('Cloudera 6.2'),Cloudera Navigator,,Cloudera Navigator,,Cloudera Navigator,,,KTAP,,,,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.4', '11.5', '12')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6')",('Cloudera'),"('Cloudera 7.0', 'Cloudera 7.1')",Cloudera Navigator,,Configure Cassandra auditing to log to a FileAppender ,,Cloudera Navigator,,,,,,,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
('11.3'),('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6')",('Cloudera'),('Cloudera 7.0'),Cloudera Navigator,,Configure Cassandra auditing to log to a FileAppender ,,Cloudera Navigator,,,,,,,NA,Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE
"('11.3', '11.4', '11.5', '12')",('CentOS'),"('CentOS 6x', 'CentOS 7x')",('Cloudera'),"('Cloudera 6.2', 'Cloudera 6.3', 'Cloudera 7.0')",Cloudera Navigator,,Cloudera Navigator,,Cloudera Navigator,,,,,,,NA,
