GDP_Type,Guardium_Version,DataSource,DataSource_Version,VA_supported,Classification_supported,Notes
GDP,GDP 12.0,SAP Rise,SAP S/4HANA Cloud Private Edition,,,
GDP,GDP 12.0,SAP Rise,SAP S/4HANA Cloud Private Edition,,,
GDP,GDP 12.1,SAP Rise,SAP S/4HANA Cloud Private Edition,,,
GDP,GDP 12.1,SAP,SAP S/4HANA Cloud Private Edition,,,
