GDP_Type,Guardium_Version,DataSource,DataSource_Version,VA_supported,Classification_supported,Notes,Download_URL,Readme_URL
GDP,GDP 12.0,Azure Database for PostgreSQL,11,,,,https://raw.githubusercontent.com/IBM/universal-connectors/refs/heads/main/filter-plugin/logstash-filter-azure-postgresql-guardium/logstash-filter-azure_postgresql_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-postgresql-guardium/README.md
GDP,GDP 12.0,Azure SQL,12.0.2000.8,,,,https://github.com/IBM/universal-connectors/releases/download/v1.5.6/logstash-filter-azuresql_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-sql-guardium/README.md
GDP,GDP 12.0,Azure Apache Solr,8.6.0,,,,https://github.com/IBM/universal-connectors/releases/download/v1.5.6/logstash-filter-apache_solr_azure_connector.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-apachesolr-guardium/README.md
GDP,GDP 12.0,Azure Cosmos,4.48.0,,,,https://raw.githubusercontent.com/IBM/universal-connectors/refs/heads/main/filter-plugin/logstash-filter-cosmos-azure-guardium/AzureCosmosOverAzureEventHub/guardium_logstash-offline-plugin-azure-cosmos.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-cosmos-azure-guardium/README.md
GDP,GDP 12.0,Azure MySQL,8,,,,https://github.com/IBM/universal-connectors/raw/main/filter-plugin/logstash-filter-mysql-azure-guardium/AzureMySQLOverAzureEventHub/guardium_logstash-offline-plugins-azure-mysql.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-mysql-azure-guardium/README.md
GDP,GDP 12.1,Azure Database for PostgreSQL,11,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-postgresql-guardium/README.md
GDP,GDP 12.2,Azure Database for PostgreSQL,11,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-postgresql-guardium/README.md
GDP,GDP 12.1,Azure SQL,12.0.2000.8,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-sql-guardium/README.md
GDP,GDP 12.2,Azure SQL,12.0.2000.8,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-sql-guardium/README.md
GDP,GDP 12.1,Azure Apache Solr,8.6.0,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-apachesolr-guardium/README.md
GDP,GDP 12.2,Azure Apache Solr,8.6.0,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-apachesolr-guardium/README.md
GDP,GDP 12.1,Azure Cosmos,4.48.0,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-cosmos-azure-guardium/README.md
GDP,GDP 12.2,Azure Cosmos,4.48.0,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-cosmos-azure-guardium/README.md
GDP,GDP 12.1,Azure MySQL,8,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-mysql-azure-guardium/README.md
GDP,GDP 12.2,Azure MySQL,8,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-mysql-azure-guardium/README.md
GDSC,GDSC 3.3.0,Azure Database for PostgreSQL,11,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-postgresql-guardium/README.md
GDSC,GDSC 3.3.0,Azure SQL,12.0.2000.8,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-sql-guardium/README.md
GDSC,GDSC 3.3.0,Azure Apache Solr,8.6.0,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-apachesolr-guardium/README.md
GDSC,GDSC 3.4.0,Azure Database for PostgreSQL,11,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-postgresql-guardium/README.md
GDSC,GDSC 3.4.0,Azure SQL,12.0.2000.8,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-sql-guardium/README.md
GDSC,GDSC 3.4.0,Azure Apache Solr,8.6.0,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-apachesolr-guardium/README.md
GDSC,GDSC 3.5.0,Azure Database for PostgreSQL,11,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-postgresql-guardium/README.md
GDSC,GDSC 3.5.0,Azure SQL,12.0.2000.8,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-sql-guardium/README.md
GDSC,GDSC 3.5.0,Azure Apache Solr,8.6.0,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-apachesolr-guardium/README.md
GDSC,GDSC 3.6.0,Azure Database for PostgreSQL,11,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-postgresql-guardium/README.md
GDSC,GDSC 3.6.0,Azure SQL,12.0.2000.8,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-sql-guardium/README.md
GDSC,GDSC 3.6.0,Azure Apache Solr,8.6.0,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-apachesolr-guardium/README.md
GDSC,GDSC SaaS,Azure Database for PostgreSQL,11,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-postgresql-guardium/README.md
GDSC,GDSC SaaS,Azure SQL,12.0.2000.8,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-sql-guardium/README.md
GDSC,GDSC SaaS,Azure Apache Solr,8.6.0,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-azure-apachesolr-guardium/README.md
GDP,GDP 11.4,MongoDB Atlas,1.0.1,,,,https://github.com/IBM/universal-connectors/releases/download/v1.5.2/logstash-input-mongo_atlas_input.zip,https://github.com/IBM/universal-connectors/blob/main/input-plugin/logstash-input-mongo-atlas/README.md
GDP,GDP 11.5,MongoDB Atlas,1.0.1,,,,https://github.com/IBM/universal-connectors/releases/download/v1.5.2/logstash-input-mongo_atlas_input.zip,https://github.com/IBM/universal-connectors/blob/main/input-plugin/logstash-input-mongo-atlas/README.md
GDP,GDP 12.0,MongoDB Atlas,1.0.1,,,,https://github.com/IBM/universal-connectors/releases/download/v1.5.2/logstash-input-mongo_atlas_input.zip,https://github.com/IBM/universal-connectors/blob/main/input-plugin/logstash-input-mongo-atlas/README.md
GDP,GDP 12.1,MongoDB Atlas,1.0.1,,,,,https://github.com/IBM/universal-connectors/blob/main/input-plugin/logstash-input-mongo-atlas/README.md
GDP,GDP 12.2,MongoDB Atlas,1.0.1,,,,,https://github.com/IBM/universal-connectors/blob/main/input-plugin/logstash-input-mongo-atlas/README.md
GDSC,GDSC 3.3.0,MongoDB Atlas,1.0.1,,,,,https://github.com/IBM/universal-connectors/blob/main/input-plugin/logstash-input-mongo-atlas/README.md
GDSC,GDSC 3.4.0,MongoDB Atlas,1.0.1,,,,,https://github.com/IBM/universal-connectors/blob/main/input-plugin/logstash-input-mongo-atlas/README.md
GDSC,GDSC 3.5.0,MongoDB Atlas,1.0.1,,,,,https://github.com/IBM/universal-connectors/blob/main/input-plugin/logstash-input-mongo-atlas/README.md
GDSC,GDSC 3.6.0,MongoDB Atlas,1.0.1,,,,,https://github.com/IBM/universal-connectors/blob/main/input-plugin/logstash-input-mongo-atlas/README.md
GDSC,GDSC SaaS,MongoDB Atlas,1.0.1,,,,,https://github.com/IBM/universal-connectors/blob/main/input-plugin/logstash-input-mongo-atlas/README.md
GDP,GDP 11.4,Snowflake,1.0.1,,,,https://raw.githubusercontent.com/IBM/universal-connectors/refs/heads/main/filter-plugin/logstash-filter-snowflake-guardium/SnowflakeOverJbdcPackage/Snowflake/logstash-offline-plugins-7.12.1.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-snowflake-guardium/README.md
GDP,GDP 11.5,Snowflake,1.0.1,,,,https://raw.githubusercontent.com/IBM/universal-connectors/refs/heads/main/filter-plugin/logstash-filter-snowflake-guardium/SnowflakeOverJbdcPackage/Snowflake/logstash-offline-plugins-7.12.1.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-snowflake-guardium/README.md
GDP,GDP 12.0,Snowflake,1.0.1,,,,https://raw.githubusercontent.com/IBM/universal-connectors/refs/heads/main/filter-plugin/logstash-filter-snowflake-guardium/SnowflakeOverJbdcPackage/Snowflake/logstash-offline-plugins-7.12.1.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-snowflake-guardium/README.md
GDP,GDP 12.1,Snowflake,1.0.1,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-snowflake-guardium/README.md
GDP,GDP 12.2,Snowflake,1.0.1,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-snowflake-guardium/README.md
GDSC,GDSC 3.3.0,Snowflake,1.0.1,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-snowflake-guardium/README.md
GDSC,GDSC 3.4.0,Snowflake,1.0.1,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-snowflake-guardium/README.md
GDSC,GDSC 3.5.0,Snowflake,1.0.1,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-snowflake-guardium/README.md
GDSC,GDSC 3.6.0,Snowflake,1.0.1,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-snowflake-guardium/README.md
GDSC,GDSC SaaS,Snowflake,1.0.1,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-snowflake-guardium/README.md
GDP,GDP 11.4,Teradata VantageCloud Enterprise,17.20,,,,https://github.com/IBM/universal-connectors/raw/refs/heads/main/filter-plugin/logstash-filter-teradatadb-guardium/TeradataOverJdbcPackage/logstash-filter-teradatadb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 11.5,Teradata VantageCloud Enterprise,17.20,,,,https://github.com/IBM/universal-connectors/raw/refs/heads/main/filter-plugin/logstash-filter-teradatadb-guardium/TeradataOverJdbcPackage/logstash-filter-teradatadb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.0,Teradata VantageCloud Enterprise,17.20,,,,https://github.com/IBM/universal-connectors/raw/refs/heads/main/filter-plugin/logstash-filter-teradatadb-guardium/TeradataOverJdbcPackage/logstash-filter-teradatadb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.1,Teradata VantageCloud Enterprise,17.20,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.2,Teradata VantageCloud Enterprise,17.20,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.2,Azure Databricks,11.2,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-databricks-guardium/README.md
GDP,GDP 11.4,Teradata VantageCloud Enterprise,20.20,,,,https://github.com/IBM/universal-connectors/raw/refs/heads/main/filter-plugin/logstash-filter-teradatadb-guardium/TeradataOverJdbcPackage/logstash-filter-teradatadb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 11.5,Teradata VantageCloud Enterprise,20.20,,,,https://github.com/IBM/universal-connectors/raw/refs/heads/main/filter-plugin/logstash-filter-teradatadb-guardium/TeradataOverJdbcPackage/logstash-filter-teradatadb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.0,Teradata VantageCloud Enterprise,20.20,,,,https://github.com/IBM/universal-connectors/raw/refs/heads/main/filter-plugin/logstash-filter-teradatadb-guardium/TeradataOverJdbcPackage/logstash-filter-teradatadb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.1,Teradata VantageCloud Enterprise,20.20,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.2,Teradata VantageCloud Enterprise,20.20,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 11.4,Teradata VantageCloud Lake,17.20,,,,https://github.com/IBM/universal-connectors/raw/refs/heads/main/filter-plugin/logstash-filter-teradatadb-guardium/TeradataOverJdbcPackage/logstash-filter-teradatadb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 11.5,Teradata VantageCloud Lake,17.20,,,,https://github.com/IBM/universal-connectors/raw/refs/heads/main/filter-plugin/logstash-filter-teradatadb-guardium/TeradataOverJdbcPackage/logstash-filter-teradatadb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.0,Teradata VantageCloud Lake,17.20,,,,https://github.com/IBM/universal-connectors/raw/refs/heads/main/filter-plugin/logstash-filter-teradatadb-guardium/TeradataOverJdbcPackage/logstash-filter-teradatadb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.1,Teradata VantageCloud Lake,17.20,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.2,Teradata VantageCloud Lake,17.20,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 11.4,Teradata VantageCloud Lake,20.20,,,,https://github.com/IBM/universal-connectors/raw/refs/heads/main/filter-plugin/logstash-filter-teradatadb-guardium/TeradataOverJdbcPackage/logstash-filter-teradatadb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 11.5,Teradata VantageCloud Lake,20.20,,,,https://github.com/IBM/universal-connectors/raw/refs/heads/main/filter-plugin/logstash-filter-teradatadb-guardium/TeradataOverJdbcPackage/logstash-filter-teradatadb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.0,Teradata VantageCloud Lake,20.20,,,,https://github.com/IBM/universal-connectors/raw/refs/heads/main/filter-plugin/logstash-filter-teradatadb-guardium/TeradataOverJdbcPackage/logstash-filter-teradatadb_guardium_plugin_filter.zip,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.1,Teradata VantageCloud Lake,20.20,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
GDP,GDP 12.2,Teradata VantageCloud Lake,20.20,,,,,https://github.com/IBM/universal-connectors/blob/main/filter-plugin/logstash-filter-teradatadb-guardium/README.md
